1,-0.92,-1
0.26,0.55,1
-0.4,0.6,-1
-0.16,-0.08,-1
-0.08,0.69,-1
0.88,0.4,1
-0.64,0.83,-1
-0.88,-0.25,1
0.37,-0.78,1
0.41,-0.28,1
-0.67,0.11,-1
0.96,-0.78,1
-0.34,0.19,1
-0.93,0.81,-1
0.41,-0.91,-1
-0.77,-0.02,-1
-0.76,-0.06,1
0.58,-0.12,-1
-0.13,0.95,-1
-0.52,-0.76,1
0.96,-0.22,1
-0.02,-0.98,-1
-0.85,0.76,1
0.69,0.04,1
0.53,-0.4,1
0.22,-0.13,1
0.25,0.2,1
-0.64,0.24,1
0.48,0.94,-1
0.42,-0.47,-1
0.54,0.87,1
-0.57,0.22,1
-0.64,0.5,-1
-0.81,-0.4,1
0.9,0.1,1
-0.36,-0.34,-1
-0.81,-0.41,-1
-0.71,0.88,1
0.14,-0.95,-1
-0.21,0.93,1
-0.62,-0.67,1
0.92,0.77,1
-0.19,0.82,-1
0.29,0.37,1
0.15,-0.23,-1
-0.55,0.09,1
-0.01,-0.7,-1
0.54,0.02,-1
-0.62,-0.68,1
0.08,0.62,1
0.08,-0.24,-1
-0.58,0.32,1
0.7,-0.68,-1
0.5,-0.64,1
0.84,0.97,-1
-0.74,0.98,1
-0.3,-0.22,1
-0.85,0.84,1
0.74,-0.63,1
0.37,0.34,1
-0.59,0.43,1
0.17,0.18,-1
-0.42,0.68,1
-0.65,-0.63,-1
-0.38,0.35,1
0.72,-0.26,-1
0.1,0.45,1
-0.97,0.55,1
0.18,-0.32,-1
-0.3,0.67,1
-0.23,0.62,1
-0.71,0.82,-1
-0.9,0.12,1
-0.09,0.65,1
-0.68,0.91,1
-0.51,-0.26,-1
0.36,-0.93,1
-0.38,-0.68,1
0.92,-0.01,1
0.41,-0.91,1
-0.74,0.28,-1
0.75,-0.38,1
0.39,-0.46,-1
-0.83,-0.88,1
-0.1,-0.6,-1
-0.8,-0.92,-1
0.98,1,-1
-0.62,0.12,1
0.71,0.45,-1
-0.09,0.32,-1
0.7,0.38,1
-0.17,-0.17,1
0.5,-0.15,1
-0.13,0.64,1
0.52,-0.54,1
-0.6,1,1
0.4,-0.21,1
-0.33,-0.11,1
0.59,-0.12,-1
0.12,-0.95,1
-0.28,-0.52,1
-0.7,-0.22,-1
0.25,-0.29,1
0.86,-0.42,1
-0.82,-0.26,-1
-0.56,0.15,-1
0.25,0.07,1
0.93,-0.52,1
0.03,-0.69,1
0.03,0.04,1
0.21,0.77,1
-0.05,-0.88,1
-0.24,-0.96,1
0.15,0.52,-1
0.1,0.4,1
0.5,0.71,1
0.08,0.74,1
0.34,-0.63,1
0.86,0.34,1
0.36,0.87,1
-0.82,0.48,1
0.46,0.11,1
-0.89,-0.51,-1
-0.92,-0.05,1
-0.63,0.79,1
-0.66,0.5,1
-0.23,0.21,-1
-0.71,0.86,-1
0.87,-0.47,-1
-0.26,0.04,1
-0.74,-0.27,1
-0.35,0.58,-1
0.05,-0.3,1
0.66,0.74,1
-0.6,-0.28,1
-0.69,0.41,-1
-0.43,0.11,-1
-0.14,0.6,1
-0.11,-0.46,-1
0.6,0.33,1
-0.59,0.66,1
0.25,0.03,1
0.43,0.17,1
-0.78,0.57,-1
0.12,-0.72,1
0.58,0.86,-1
-0.49,0,1
-0.92,0.87,1
0.04,-0.9,1
0.42,-0.55,-1
0.06,0.93,-1
0.85,-0.49,1
-0.22,0.6,1
-0.86,-0.89,1
0.77,0.67,1
0.93,0.94,-1
-0.23,0.8,1
0.85,0.1,1
0.02,0.94,1
0.86,-0.51,-1
0.8,-0.35,-1
-0.03,-0.91,1
0.86,-0.05,1
0.41,-0.93,-1
-0.66,-0.88,-1
-0.24,0.28,-1
-1,-0.53,-1
0.38,-0.04,1
0.4,0.79,-1
0.8,0.81,1
-0.43,-0.7,1
0.01,0.33,-1
0.1,-0.54,-1
0.3,0.15,-1
-0.96,0.23,-1
-0.49,0.34,1
0.25,0.58,1
-0.36,-0.57,1
-0.98,-0.43,1
-0.09,-0.87,1
-0.95,-0.71,-1
0.71,-0.51,-1
-0.08,0.36,-1
0.96,-0.34,1
0.03,0.34,-1
-0.25,0.01,1
-0.34,0.02,1
-0.63,0.2,-1
0.09,-0.65,1
-1,-0.59,1
-0.45,0.13,-1
0.58,0.59,1
0.46,0.31,1
0.17,0.96,1
-0.25,0.37,-1
-0.66,-0.93,1
-0.97,0.16,1
0.26,0.45,1
0.81,-0.96,-1
0.11,-0.65,-1
0.81,-0.35,-1
-0.67,0.2,1
0.34,-0.91,1
0.35,0.6,-1
-0.94,-0.39,1
0.97,0.76,1
-0.16,-0.42,-1
0.59,0.71,1
0.41,-0.2,-1
0.43,0.02,1
-0.76,-0.85,-1
-0.82,0.71,-1
-0.39,-0.84,1
0.81,-0.34,-1
0.56,0.63,1
0.31,0.26,1
0.94,-0.81,1
-0.41,-0.43,-1
-0.45,0.26,1
0.81,-0.94,1
0.29,-0.74,-1
-0.61,-0.86,-1
-0.31,-0.91,-1
0.82,0.87,1
-0.44,-0.41,-1
-0.86,0.31,1
-0.26,0.21,-1
-0.29,-0.84,1
0.9,-0.54,-1
-0.22,-0.28,-1
-0.24,0.88,1
0.86,-0.85,-1
0.34,0.4,-1
0.93,-0.89,-1
-0.4,-0.04,-1
-0.53,0.22,1
-0.81,-0.69,1
0.6,-0.37,-1
-0.06,0.18,1
0.73,0.62,1
-0.61,0.98,1
0.66,0.93,1
-0.96,0.32,1
-0.01,-0.13,1
-0.4,-0.71,1
-0.83,0.01,1
1,0.09,1
-0.43,0.24,1
0.84,-0.3,1
0.55,0.92,-1
0.78,-0.07,-1
1,0.39,1
-0.07,0.51,-1
-0.42,0.15,1
0.93,0.65,-1
-0.15,-0.04,-1
0.95,-0.11,-1
0.44,-0.98,-1
0.88,0.41,1
-0.54,-1,1
-0.22,-0.38,1
-0.31,0.95,-1
-0.15,-0.81,1
0.08,-0.63,-1
0.08,-0.53,1
-0.51,0.64,-1
0.11,0.88,1
0.67,0.26,1
0.21,-0.32,1
0.8,0.18,-1
-0.66,0.12,1
-0.71,0.01,1
-0.18,0.95,1
0.68,0.75,1
-0.81,0.68,-1
-0.99,-0.67,-1
-0.04,-0.53,-1
0.62,-0.22,1
0.25,-0.04,1
0.06,0.36,-1
0.84,-0.28,-1
0.12,-0.68,1
0.21,-0.79,1
0.5,0.26,-1
0.83,0.86,1
0.99,0.86,-1
0.16,0.2,1
-0.12,-0.18,1
-0.16,-0.21,1
-0.13,-0.6,-1
0.71,0.59,1
0.98,0.63,1
0.45,-0.84,1
0.66,0.92,1
-0.46,0.16,1
-0.06,0.33,1
0.71,0.26,1
-0.9,0.02,1
0.34,-0.29,1
0.75,0.11,-1
-0.22,0.95,1
-0.37,0.47,1
-0.14,0.43,-1
-0.82,-0.83,-1
-0.97,0.53,1
0.45,-0.07,-1
-0.58,0.37,1
-0.69,0.34,1
-0.56,0.7,1
0.26,0.81,1
-0.68,-0.52,1
-0.47,-0.73,1
0.96,0.77,-1
0.77,0.95,1
1,0.01,1
0.98,0.87,1
0.93,-0.47,-1
0.36,-0.4,-1
-0.73,-0.8,1
0.4,-0.56,1
-0.62,0.58,1
0.9,-0.22,-1
-0.75,0.93,-1
-0.81,0.99,-1
0.36,0.33,-1
0.84,0.4,1
0.65,0.44,-1
0.29,-0.03,1
0.11,0.56,1
-0.5,0.98,1
0.01,-0.54,1
0.86,0.88,-1
-0.52,0.79,1
0.19,0.71,1
1,-0.22,1
-0.82,0.89,1
0.8,-0.43,1
0.56,-0.73,1
0.45,0.84,-1
-0.17,0.15,1
0.88,0.2,1
0.36,-0.69,1
0.46,0.7,1
0.36,0.98,1
-0.08,-0.85,-1
-0.18,-0.93,-1
0.33,-0.91,1
0.85,0.19,1
0.73,0.14,1
-0.18,0.51,1
-0.25,0.94,1
0.82,0.85,1
0.9,0.67,-1
0.03,-0.55,1
-0.75,0.4,1
0.76,0.52,1
0.79,0.76,1
0.19,0.17,1
-0.57,-0.53,-1
0.63,-0.49,-1
-0.86,0.25,1
-0.48,0.54,1
-0.23,-0.03,-1
-0.82,-0.07,1
0.28,0.64,1
-0.22,-0.2,1
0.95,-0.38,1
-0.6,0.29,1
0.74,-0.55,1
-0.52,-0.68,1
0.28,-0.54,-1
-0.33,0.56,-1
0.75,-0.99,-1
0.16,0.91,1
0.38,-0.83,1
0.74,0.23,1
0.27,0.78,-1
0.51,-0.47,-1
0.95,-0.57,-1
-0.64,0.33,1
-0.8,-0.89,1
0.33,0.18,1
-0.51,-0.91,-1
-0.13,0.62,1
0.86,0.96,1
0.45,0.82,-1
-0.52,-0.98,1
-0.72,0.62,1
0.36,-0.86,1
0.92,0.13,-1
-0.73,-0.15,1
-0.77,0.76,1
-0.98,0.95,1
0.31,0.76,1
-0.74,-0.83,-1
-0.54,-0.16,-1
-0.38,0.04,1
0.58,0.92,1
0.06,-0.62,1
0.9,0.7,-1
-0.6,-0.92,-1
0.48,-0.01,-1
-0.44,0.92,-1
-0.18,-0.6,-1
0.02,-0.63,1
-0.87,-0.56,1
0.86,-0.51,-1
0.37,-0.49,1
0.28,0.08,1
0.65,0.08,-1
0.93,0.08,-1
0.9,0.25,-1
0.31,-0.37,1
0.84,-0.79,1
-0.27,0.17,-1
0.84,0.5,-1
0.84,0.54,1
-0.09,0.6,1
0.1,0.55,-1
0.79,0.48,1
0.99,-0.58,1
0.25,0.47,1
-0.66,0.13,-1
0.11,0.88,1
-1,-0.98,-1
-0.07,-0.83,-1
0.72,0.65,1
-0.14,0.3,1
-0.24,-0.15,-1
0.6,-0.44,-1
-0.33,0.69,1
0.17,0.47,1
0.4,-0.5,1
-0.35,-0.19,1
-0.85,0.44,-1
0.18,0.37,-1
0.06,-0.34,1
-0.91,0.66,1
0.77,0.62,1
0.65,0.09,1
0.02,-0.45,1
0.22,0.4,1
-0.77,-1,1
0.05,0.85,1
-0.64,0.25,1
0.33,1,1
0.21,0.06,1
-0.2,0.05,-1
-0.01,0.21,-1
-0.39,-0.47,1
0.67,0.9,1
-0.14,-0.63,-1
-0.49,0.62,-1
-0.29,-0.21,1
-0.74,-0.02,-1
-0.97,0.05,1
-0.92,-0.33,-1
0.17,0.04,-1
0.76,-0.91,-1
0.65,0.65,1
-0.68,-0.81,-1
0.66,0.04,1
0.49,0.02,1
-1,-0.43,1
0.89,-0.29,-1
0.44,0.06,1
0.87,-0.01,1
-0.63,0.36,1
0.32,-0.46,1
-0.53,0.75,1
0.81,0.5,1
0.05,0.36,-1
-0.33,-0.5,1
0.71,0.8,1
0.48,-0.55,-1
0.08,-0.49,1
-0.31,-0.55,1
0.57,0.59,-1
0.55,-0.7,-1
1,-0.89,1
-0.02,-0.24,1
0.25,-0.28,1
0.41,-0.32,1
-0.5,0.47,1
0.35,-0.83,1
0.29,0.62,-1
-0.5,-0.26,1
0.22,-0.14,1
-0.23,-0.33,-1
0.73,0.75,-1
-0.38,0.32,-1
-0.57,-0.38,-1
0.96,-0.23,1
0.24,-0.02,1
0.75,-0.28,1
0.64,-0.21,1
-0.66,0.31,1
0.67,-0.37,1
0.77,0.26,1
0.22,0.3,1
-0.67,-0.91,1
-0.55,-0.4,1
0.29,0.41,1
0.26,0.95,1
-0.55,-0.49,1
0.41,-0.21,1
0.76,0.31,1
-0.12,0.95,1
0.67,-0.93,1
0.1,-0.74,1
-0.91,-0.9,-1
-0.49,0.83,1
-0.22,-0.25,1
0.45,-0.36,1
0.88,0.33,1
-0.68,0.5,1
-0.69,-0.61,1
0.51,0.74,-1
-0.18,-0.61,1
-0.12,-0.11,-1
-0.2,0.81,1
0.88,0.25,1
-0.09,0.2,1
-0.39,0.74,1
-0.94,0.35,-1
-0.75,-0.21,1
-0.42,-0.58,1
-0.71,0.98,1
-0.82,0.02,-1
-0.8,0.89,1
0.15,0.42,1
0.57,0.07,1
0.46,-0.23,1
0.16,0.6,-1
0.29,-0.14,1
0.93,0.38,1
0.09,-0.7,-1
0.48,-0.04,1
-0.12,-0.57,-1
-0.33,-0.01,1
-0.53,0.52,1
-0.3,-0.97,-1
0.56,0.17,1
-0.07,0.83,-1
-0.46,-0.8,1
0.2,0.78,-1
-0.53,-0.55,1
-0.76,-0.2,1
-0.41,-0.07,-1
-0.04,-0.15,-1
-0.04,-0.04,1
-0.04,-0.18,-1
-0.83,0.85,1
0.74,-0.79,1
0.27,-0.8,1
-0.85,-0.01,-1
-0.99,-0.66,1
-0.08,-0.54,-1
0.88,-0.93,-1
-0.54,-0.65,1
0.97,-0.06,1
0.67,0.38,1
-0.21,0.92,-1
-0.28,-0.12,1
0.71,0.52,1
-0.03,-0.34,1
-0.27,-0.92,1
0.07,-0.5,1
-0.88,-0.81,-1
0.29,0.69,1
1,-0.28,1
-0.86,0.66,-1
-0.35,0.71,1
0.45,-0.35,-1
-0.76,0.93,-1
-0.81,-0.28,1
0.09,0.19,-1
-0.88,-0.77,-1
0.2,-0.99,1
-0.49,-0.67,1
0.56,0.68,-1
0.86,0.3,1
-0.33,0.53,1
-0.37,0.06,1
-0.65,0.65,1
0.68,-0.34,1
-0.72,-0.05,1
-0.01,-0.23,-1
-0.38,0.05,1
-0.22,-0.57,1
0.82,-0.24,-1
0.29,-0.3,1
0.85,-0.91,-1
-0.58,-0.37,1
-0.59,-0.45,1
0.81,-0.08,1
-0.49,0.49,1
0.74,-0.14,1
0.32,0.54,1
0.99,-0.76,1
-0.66,0.65,1
-0.52,-0.69,1
0.52,0.03,-1
-0.38,0.17,1
-0.23,-0.51,1
0.39,0.22,1
0.33,0.91,1
-0.13,0.6,1
0.28,0.01,1
0.02,0.8,1
-0.15,-0.89,1
0.18,0.31,-1
0.6,0.81,1
-0.66,0.13,1
0.94,0.17,1
-0.34,-0.11,1
0.17,-0.02,1
0.65,-0.41,1
0.64,-0.13,1
0.98,0.93,-1
-0.69,-0.98,-1
-0.32,-0.48,1
-0.58,0.04,1
0.44,-0.05,1
-0.56,0.84,1
-0.09,-0.19,-1
-0.89,-0.82,-1
-0.77,-0.53,1
0.48,0.95,1
-0.8,0.05,1
-0.9,-0.1,1
-0.32,0.42,1
0.02,0.31,1
0.84,0.36,1
-0.97,-0.57,1
-0.11,0.22,1
-0.21,0.32,-1
-0.48,-0.48,1
-0.72,-0.45,-1
-0.32,-0.48,1
-0.75,0.67,1
0.43,0.51,-1
0.44,-0.47,1
-0.15,0.62,1
0.83,0.52,-1
-0.89,0.66,1
0.55,-0.66,1
-0.5,0.04,1
0.35,-0.52,1
-0.82,0.24,-1
-0.47,0.7,1
-0.23,-0.1,-1
0.78,-0.58,1
-0.99,0.59,1
0.7,0.53,1
-0.73,0.19,-1
-0.99,0.93,1
0.2,-0.05,1
0.27,-0.54,1
0.66,-0.07,1
0.92,0.48,1
0.8,-0.69,1
-0.16,0.73,1
0.55,0.36,1
-0.86,0.8,1
-0.16,-0.25,1
0.63,-0.95,1
-0.13,0.19,1
-0.67,-0.6,1
-0.07,-0.9,1
0.74,-0.1,-1
-0.53,0.33,1
0.6,0.91,1
0.16,-0.29,1
-0.41,0.99,1
-0.66,-0.52,1
0.07,0.94,1
-0.39,-0.29,1
0.48,-0.27,1
0.89,-0.09,1
-0.89,-0.65,1
0.75,0.97,-1
-0.66,-0.02,1
0.08,-0.47,1
1,0.7,1
-0.98,0.79,-1
-0.92,-0.96,1
-0.68,-0.47,1
-0.68,0.03,1
0.24,-0.88,1
-0.76,0.57,1
0.56,0.36,1
-0.8,-0.82,1
0.31,-0.12,-1
0.23,-0.21,1
-0.54,0.36,1
-0.15,0.96,-1
0.68,0.92,1
-0.04,-0.93,1
-0.34,-0.16,-1
-0.34,-0.87,1
-0.41,0.75,1
-0.73,0.08,1
0.4,-0.72,-1
0.08,0.43,-1
0.41,-0.28,1
0.87,-0.99,1
-0.28,-0.03,1
-0.34,0.67,1
-0.33,-0.76,1
0.09,-0.42,1
-0.59,-0.4,1
0.3,0.29,1
-0.34,-0.43,1
-0.33,-0.77,-1
0.31,-0.56,1
0.15,0.66,-1
0.65,0.14,1
0.51,-0.07,1
-0.37,-0.88,1
-0.99,0.5,1
0.8,-0.64,1
0.81,-0.08,1
-0.28,-0.97,1
0.97,0.79,1
-0.31,0.62,-1
-0.03,0.48,-1
0.09,-0.08,1
-0.85,-0.69,1
-0.52,-0.22,1
1,0.23,-1
0.43,0.36,1
0.71,-0.1,-1
-0.97,0.72,1
-0.05,0.53,1
-0.73,0.1,-1
-0.2,0.04,1
0.1,0.91,1
0.45,0.97,1
0.88,0.2,1
0.13,-0.82,1
-0.8,-0.67,-1
-0.41,-0.68,1
0.46,0.3,1
-0.31,-0.28,1
-0.76,-0.11,-1
0.04,-0.16,1
0.23,-0.12,1
-0.2,0.49,-1
-0.07,-0.79,1
-0.67,-0.95,1
-0.44,0.78,-1
0.3,-0.02,-1
0.12,0.9,-1
0.97,-0.9,1
-0.54,-0.75,1
0.58,-0.52,1
0.29,-0.79,-1
-0.18,0.35,1
0.22,0.02,1
-0.46,0.51,1
-0.72,0.07,1
0.63,0.99,1
0.25,0.14,1
0.96,-0.06,1
0.46,-0.44,-1
0.43,0.28,-1
0.38,-0.59,1
0.63,0.72,-1
-0.21,-0.55,1
0.61,0.9,1
-0.78,-0.94,1
0.29,0.52,-1
-0.84,0.11,1
0.92,0.01,1
0.08,-0.35,1
0.24,-0.42,1
-0.02,0.94,1
0.74,-0.54,1
0.88,-0.14,1
0.27,-0.39,1
-0.64,0.15,1
-0.52,0.45,1
0.94,0.2,1
-0.04,-0.96,1
0.31,-0.21,1
0.07,0.28,-1
-0.13,-0.07,1
0.01,-0.95,1
0.27,0.37,-1
0.73,0.17,1
-0.31,-0.7,-1
-0.4,0.42,1
0.18,-0.17,-1
0.45,0.33,-1
-0.96,-0.37,1
0.28,-0.03,-1
0.88,0.07,-1
0.8,0.78,-1
0.97,0.55,1
0.08,-0.02,1
-0.63,-0.43,1
-0.81,-0.81,-1
-0.06,-0.95,1
0.95,-0.06,1
-0.17,0.85,1
-0.03,-0.09,-1
0.58,-0.52,-1
-0.84,-0.75,-1
-0.53,-0.16,1
-0.71,-0.97,-1
-0.43,0.34,1
-0.22,0.22,1
-0.76,-0.81,-1
0.86,0.78,-1
